Zip,City,State,Latitude,Longitude
55589,Monticello,MN,45.200875,-93.888099
56738,Newfolden,MN,48.348745,-96.32534
55377,Santiago,MN,45.540181,-93.815434
55784,Swan River,MN,47.061875,-93.20456
55572,Maple Plain,MN,45.015914,-93.47188
56556,Mcintosh,MN,47.656231,-95.88214
56218,Boyd,MN,44.838823,-95.94042
56363,Pease,MN,45.697362,-93.646503
56257,Marietta,MN,44.986761,-96.40968
55959,Minnesota City,MN,44.093056,-91.74422
55550,Young America,MN,44.805487,-93.766524
55071,Saint Paul Park,MN,44.835366,-92.99254
55108,Saint Paul,MN,44.982515,-93.17489
56561,Moorhead,MN,46.890034,-96.506156
56135,Powers,MN,46.829136,-94.430518
56447,Emily,MN,46.735697,-93.94205
55301,Albertville,MN,45.237867,-93.66261
56315,Brandon,MN,45.968739,-95.5942
55580,Monticello,MN,45.200875,-93.888099
55329,Eden Valley,MN,45.321197,-94.56778
56110,Adrian,MN,43.626278,-95.93973
56761,Wannaska,MN,48.609478,-95.6602
55155,Saint Paul,MN,44.952165,-93.095518
55612,Lutsen,MN,47.757804,-90.63836
55790,Tower,MN,47.825059,-92.3247
56244,Hancock,MN,45.488399,-95.78157
56562,Moorhead,MN,46.890034,-96.506156
56236,Dumont,MN,45.664974,-96.39608
56328,Flensburg,MN,45.953535,-94.52834
56187,Worthington,MN,43.623255,-95.59604
56357,Oak Park,MN,45.699995,-93.80256
56725,Goodridge,MN,48.128712,-95.82013
56398,Saint Cloud,MN,45.52886,-94.593338
55395,Winsted,MN,44.960829,-94.05525
56245,Hanley Falls,MN,44.690608,-95.65028
56551,Henning,MN,46.31855,-95.45375
55598,Loretto,MN,45.015914,-93.47188
55428,Minneapolis,MN,45.059997,-93.37702
56035,Geneva,MN,43.819798,-93.26713
56579,Rothsay,MN,46.459359,-96.34149
56243,Grove City,MN,45.168724,-94.68641
55009,Cannon Falls,MN,44.493575,-92.89402
55380,Silver Creek,MN,45.315823,-93.979766
56033,Frost,MN,43.579548,-93.93826
55795,Willow River,MN,46.317812,-92.84315
56570,Osage,MN,46.895156,-95.36174
55092,Wyoming,MN,45.329115,-93.06834
55706,Babbitt,MN,47.688083,-91.91856
56464,Menahga,MN,46.770167,-95.09659
56557,Mahnomen,MN,47.330624,-95.87672
55772,Nett Lake,MN,48.081686,-93.083438
55345,Minnetonka,MN,44.915413,-93.48443
56441,Crosby,MN,46.528094,-93.98055
56639,Effie,MN,47.852874,-93.50758
55366,New Auburn,MN,44.673454,-94.229311
56545,Gary,MN,47.363986,-96.2396
55991,Zumbro Falls,MN,44.24431,-92.41336
55124,Saint Paul,MN,44.743963,-93.20624
55486,Minneapolis,MN,45.015914,-93.47188
55488,Minneapolis,MN,45.015914,-93.47188
56084,Searles,MN,44.302893,-94.738827
56729,Halma,MN,48.655487,-96.59592
55379,Shakopee,MN,44.776138,-93.52556
55303,Anoka,MN,45.247509,-93.418
55922,Canton,MN,43.569417,-91.90736
56167,Round Lake,MN,43.536338,-95.38554
55175,Saint Paul,MN,45.005902,-93.105869
55312,Brownton,MN,44.723259,-94.33922
56649,International Falls,MN,48.579947,-93.38142
56748,Plummer,MN,47.915369,-96.02739
56294,Wanda,MN,44.317104,-95.21378
55484,Minneapolis,MN,45.015914,-93.47188
56458,Lake George,MN,47.206754,-94.97109
56474,Pine River,MN,46.718997,-94.38716
56549,Hawley,MN,46.864977,-96.30781
56166,Revere,MN,44.2127,-95.3633
55146,Saint Paul,MN,44.942656,-93.082793
55190,Saint Paul,MN,45.005902,-93.105869
55182,Saint Paul,MN,45.005902,-93.105869
55189,Saint Paul,MN,45.005902,-93.105869
56673,Roosevelt,MN,48.730013,-95.09004
56449,Fort Ripley,MN,46.166054,-94.29254
56735,Lancaster,MN,48.892011,-96.68027
55342,Hector,MN,44.74323,-94.72447
56170,Ruthton,MN,44.17521,-96.07363
55792,Virginia,MN,47.527383,-92.53371
56048,Janesville,MN,44.102188,-93.71255
56125,Dovray,MN,44.053323,-95.549899
56098,Winnebago,MN,43.764936,-94.18016
56552,Hitterdal,MN,46.988379,-96.23607
56121,Ceylon,MN,43.535662,-94.62877
56359,Onamia,MN,46.073505,-93.66983
55811,Duluth,MN,46.821489,-92.18242
56214,Belview,MN,44.59231,-95.33465
55076,Inver Grove Heights,MN,44.844833,-93.03528
55126,Saint Paul,MN,45.085643,-93.1353
56433,Akeley,MN,46.977161,-94.70512
56450,Garrison,MN,46.244818,-93.8155
56727,Grygla,MN,48.32162,-95.47515
55060,Owatonna,MN,44.07393,-93.22716
56207,Alberta,MN,45.532754,-96.06453
56626,Bena,MN,47.340327,-94.245
56448,Fifty Lakes,MN,46.747211,-94.07246
56662,Outing,MN,46.850438,-93.94081
56145,Jeffers,MN,44.057605,-95.18517
55987,Winona,MN,44.033867,-91.65106
55990,Wykoff,MN,43.714071,-92.26493
56367,Rice,MN,45.745266,-94.18176
56455,Ironton,MN,46.483523,-93.99978
55604,Grand Marais,MN,47.939037,-90.54659
55753,Keewatin,MN,47.39654,-93.07651
55110,Saint Paul,MN,45.081266,-93.01146
55013,Chisago City,MN,45.365164,-92.88864
55981,Wabasha,MN,44.374261,-92.04204
56051,Kiester,MN,43.535709,-93.71308
56117,Bigelow,MN,43.513198,-95.69138
56592,Winger,MN,47.530842,-96.00853
56572,Pelican Rapids,MN,46.608461,-96.0663
55950,Lansing,MN,43.743278,-92.96929
55579,Maple Plain,MN,45.015914,-93.47188
55077,Inver Grove Heights,MN,44.825391,-93.06893
55161,Saint Paul,MN,45.005902,-93.105869
55356,Long Lake,MN,44.985463,-93.58388
55390,Waverly,MN,45.066811,-93.97836
55775,Pengilly,MN,47.30797,-93.20693
56155,Lismore,MN,43.763442,-95.94459
56225,Clinton,MN,45.459383,-96.44694
55019,Dundas,MN,44.415567,-93.23269
56265,Montevideo,MN,44.985313,-95.7066
55413,Minneapolis,MN,44.997665,-93.24927
55365,Monticello,MN,45.200875,-93.888099
56482,Wadena,MN,46.447659,-95.14289
56593,Wolf Lake,MN,46.821648,-95.391968
56313,Bock,MN,45.785883,-93.55343
56521,Callaway,MN,47.015728,-95.87008
56371,Roscoe,MN,45.432316,-94.63552
55764,Marble,MN,47.319362,-93.30077
56054,Lafayette,MN,44.431776,-94.37742
56759,Strathcona,MN,48.565391,-96.07014
55177,Saint Paul,MN,45.005902,-93.105869
55357,Loretto,MN,45.088013,-93.65053
55363,Montrose,MN,45.046143,-93.92085
55364,Mound,MN,44.933712,-93.66038
55929,Dover,MN,43.975269,-92.14213
56255,Lucan,MN,44.397402,-95.42013
56310,Avon,MN,45.624705,-94.44973
56641,Federal Dam,MN,47.243893,-94.23203
55375,Saint Bonifacius,MN,44.906512,-93.7439
55434,Minneapolis,MN,45.164248,-93.2531
55569,Osseo,MN,45.015914,-93.47188
56331,Freeport,MN,45.67539,-94.67303
56058,Le Sueur,MN,44.449976,-93.90513
55333,Franklin,MN,44.541889,-94.8735
55437,Minneapolis,MN,44.822764,-93.34422
55322,Cologne,MN,44.768762,-93.77839
56438,Browerville,MN,46.149276,-94.83088
55708,Biwabik,MN,47.533314,-92.34084
56258,Marshall,MN,44.446885,-95.77281
55744,Grand Rapids,MN,47.243062,-93.52599
55815,Duluth,MN,47.640367,-92.442797
55066,Red Wing,MN,44.539036,-92.53637
55067,Rock Creek,MN,46.074687,-92.718004
55386,Victoria,MN,44.858595,-93.66341
56435,Backus,MN,46.823666,-94.50471
55780,Sawyer,MN,46.670691,-92.69235
55971,Rushford,MN,43.80784,-91.75117
56013,Blue Earth,MN,43.630763,-94.10129
56591,White Earth,MN,46.933961,-95.678375
56379,Sauk Rapids,MN,45.608178,-94.13838
56180,Walnut Grove,MN,44.249331,-95.46821
56248,Herman,MN,45.800145,-96.13895
56520,Breckenridge,MN,46.27324,-96.54888
55057,Northfield,MN,44.459969,-93.16623
55918,Brownsdale,MN,43.743087,-92.86434
55118,Saint Paul,MN,44.903165,-93.10026
55747,Hibbing,MN,47.640367,-92.442797
55791,Twig,MN,47.640367,-92.442797
55554,Norwood,MN,44.805487,-93.766524
55024,Farmington,MN,44.649263,-93.15222
56714,Badger,MN,48.795471,-96.01816
55304,Andover,MN,45.254715,-93.28652
55422,Minneapolis,MN,45.014764,-93.33965
55328,Delano,MN,45.032489,-93.79591
55578,Maple Plain,MN,45.015914,-93.47188
55311,Osseo,MN,45.102133,-93.48757
55704,Askov,MN,46.22572,-92.76706
55436,Minneapolis,MN,44.903864,-93.37056
55029,Grandy,MN,45.642235,-93.201107
55441,Minneapolis,MN,45.001997,-93.42421
56131,Fulda,MN,43.861532,-95.59378
56270,Morton,MN,44.552749,-94.98994
55432,Minneapolis,MN,45.095674,-93.25336
55119,Saint Paul,MN,44.957315,-93.00616
55606,Hovland,MN,47.940908,-90.01705
56375,Saint Stephen,MN,45.702598,-94.27609
56543,Foxhome,MN,46.290371,-96.33238
55308,Becker,MN,45.426203,-93.85017
56585,Ulen,MN,47.087171,-96.24725
56659,Max,MN,47.64542,-94.05089
56722,Euclid,MN,47.970507,-96.66654
55591,Monticello,MN,45.200875,-93.888099
55955,Mantorville,MN,44.068344,-92.75616
56309,Ashby,MN,46.080287,-95.80539
56757,Stephen,MN,48.478075,-96.83465
55582,Monticello,MN,45.200875,-93.888099
56017,Cleveland,MN,44.304948,-93.80077
56150,Lakefield,MN,43.649239,-95.19501
56262,Milan,MN,45.113285,-95.86913
56550,Hendrum,MN,47.271427,-96.76456
55053,Nerstrand,MN,44.338132,-93.05543
55567,Young America,MN,44.805487,-93.766524
55169,Saint Paul,MN,45.005902,-93.105869
56683,Tenstrike,MN,47.690018,-94.71889
55910,Altura,MN,44.128262,-91.95965
56688,Wirt,MN,47.756467,-93.93298
56518,Bluffton,MN,46.467905,-95.25532
55394,Young America,MN,44.805487,-93.766524
55115,Saint Paul,MN,45.060048,-92.95762
56212,Bellingham,MN,45.140784,-96.32855
56515,Battle Lake,MN,46.284496,-95.70975
55577,Maple Plain,MN,45.015914,-93.47188
55319,Clear Lake,MN,45.470068,-93.92956
55574,Maple Plain,MN,45.015914,-93.47188
56378,Sauk Centre,MN,45.729898,-94.97236
56654,Loman,MN,48.527572,-93.83554
56096,Waterville,MN,44.234274,-93.5884
56531,Elbow Lake,MN,45.990556,-95.96704
55393,Maple Plain,MN,45.200875,-93.888099
56336,Grey Eagle,MN,45.819474,-94.76247
56220,Canby,MN,44.725437,-96.2921
55042,Lake Elmo,MN,44.999023,-92.90939
55552,Young America,MN,44.805487,-93.766524
55925,Dakota,MN,43.910929,-91.39015
55949,Lanesboro,MN,43.70844,-91.95965
56057,Le Center,MN,44.393899,-93.72583
56459,Lake Hubert,MN,46.498749,-94.251926
56001,Mankato,MN,44.15644,-93.99388
55783,Sturgeon Lake,MN,46.379971,-92.82748
56252,Kerkhoven,MN,45.18553,-95.30198
56216,Blomkest,MN,44.945988,-95.05923
56286,St. Leo,MN,44.716494,-96.054791
56581,Shelly,MN,47.457626,-96.78723
55726,Cromwell,MN,46.667284,-92.87081
56472,Pequot Lakes,MN,46.602684,-94.29986
56235,Donnelly,MN,45.697239,-96.01767
55017,Dalbo,MN,45.677366,-93.42013
56340,Holdingford,MN,45.749908,-94.45647
56525,Comstock,MN,46.659932,-96.74693
56293,Wabasso,MN,44.403815,-95.25784
55707,Barnum,MN,46.533977,-92.62697
55917,Blooming Prairie,MN,43.88481,-93.07546
56307,Albany,MN,45.632455,-94.58257
55480,Minneapolis,MN,45.015914,-93.47188
56076,Oakland,MN,43.671266,-93.11918
55702,Alborn,MN,46.956644,-92.63972
55771,Orr,MN,48.098627,-92.80495
55701,Adolph,MN,47.640367,-92.442797
55594,Young America,MN,44.805487,-93.766524
55758,Kinney,MN,47.511214,-92.74026
55781,Side Lake,MN,47.672765,-93.05481
56578,Rochert,MN,46.920986,-95.66842
56763,Warroad,MN,48.890886,-95.33831
56289,Sunburg,MN,45.344013,-95.22335
55556,Young America,MN,44.805487,-93.766524
55940,Hayfield,MN,43.885028,-92.80894
55713,Buhl,MN,47.49307,-92.77783
56241,Granite Falls,MN,44.794723,-95.56737
56101,Windom,MN,43.870469,-95.13275
56024,Eagle Lake,MN,44.153696,-93.86918
56540,Fertile,MN,47.557644,-96.26954
55165,Saint Paul,MN,45.005902,-93.105869
56291,Taunton,MN,44.598116,-96.06801
56168,Rushmore,MN,43.608503,-95.80946
55483,Minneapolis,MN,45.015914,-93.47188
56440,Clarissa,MN,46.129933,-94.95278
55970,Rose Creek,MN,43.599507,-92.83756
56037,Good Thunder,MN,44.017609,-94.05231
56149,Lake Benton,MN,44.268332,-96.30822
56230,Danube,MN,44.79129,-95.09671
55033,Hastings,MN,44.726517,-92.86147
55056,North Branch,MN,45.509818,-92.97816
55104,Saint Paul,MN,44.953665,-93.15922
55733,Esko,MN,46.708371,-92.36434
55566,Young America,MN,44.805487,-93.766524
56138,Hills,MN,43.529153,-96.36669
55974,Spring Grove,MN,43.57279,-91.65004
56201,Willmar,MN,45.118846,-95.04504
55109,Saint Paul,MN,45.010632,-93.01845
56671,Redlake,MN,47.871135,-95.14362
55705,Aurora,MN,47.45225,-92.24109
56361,Parkers Prairie,MN,46.156758,-95.33754
56513,Baker,MN,46.723274,-96.54727
55073,Scandia,MN,45.275771,-92.83001
56025,Easton,MN,43.764111,-93.90534
55335,Gibbon,MN,44.527707,-94.53092
55414,Minneapolis,MN,44.980379,-93.23003
55798,Wright,MN,46.723028,-92.96594
56136,Hendricks,MN,44.512114,-96.41157
55384,Spring Park,MN,44.936423,-93.62868
55429,Minneapolis,MN,45.064714,-93.34155
55021,Faribault,MN,44.29478,-93.28732
55340,Hamel,MN,45.07343,-93.56455
55712,Bruno,MN,46.275431,-92.57886
56627,Big Falls,MN,48.186112,-93.80726
56183,Westbrook,MN,44.043567,-95.41116
56113,Arco,MN,44.398668,-96.17095
56078,Pemberton,MN,44.007228,-93.77764
55044,Lakeville,MN,44.669564,-93.26654
55468,Minneapolis,MN,45.015914,-93.47188
56732,Karlstad,MN,48.565296,-96.47578
55318,Chaska,MN,44.809954,-93.6105
56132,Garvin,MN,44.212536,-95.75998
55616,Two Harbors,MN,47.077723,-91.66464
56009,Alden,MN,43.667207,-93.55598
56330,Foreston,MN,45.732493,-93.73102
55595,Loretto,MN,45.015914,-93.47188
56388,Mount Morris,MN,45.946528,-93.84788
55426,Minneapolis,MN,44.952064,-93.37795
56050,Kasota,MN,44.28491,-93.95806
56318,Burtrum,MN,45.85303,-94.67459
56720,Donaldson,MN,48.574128,-96.89632
55596,Loretto,MN,45.015914,-93.47188
56467,Nevis,MN,46.970017,-94.85013
56584,Twin Valley,MN,47.245894,-96.24825
56723,Fisher,MN,47.826487,-96.83308
55562,Young America,MN,44.805487,-93.766524
56345,Little Falls,MN,45.994029,-94.37183
55725,Crane Lake,MN,48.262021,-92.61519
56090,Vernon Center,MN,43.95885,-94.22403
56211,Beardsley,MN,45.593033,-96.6879
55012,Center City,MN,45.41766,-92.80597
55397,Young America,MN,44.801162,-93.92368
55530,Elk River,MN,45.281604,-93.546333
55761,McKinley,MN,47.512426,-92.409999
56387,Waite Park,MN,45.550378,-94.22429
55438,Minneapolis,MN,44.8257,-93.38212
56716,Crookston,MN,47.761982,-96.58055
55310,Bird Island,MN,44.761856,-94.8845
55924,Claremont,MN,44.035716,-93.01627
55459,Minneapolis,MN,45.015914,-93.47188
55455,Minneapolis,MN,44.971965,-93.23588
55901,Rochester,MN,44.048931,-92.49459
55150,Mendota,MN,44.884265,-93.16415
56514,Barnesville,MN,46.653912,-96.42891
55614,Silver Bay,MN,47.314743,-91.25765
56399,Saint Cloud,MN,45.52886,-94.593338
56740,Noyes,MN,48.771938,-96.812921
55353,Kimball,MN,45.328802,-94.32528
55313,Buffalo,MN,45.175558,-93.85441
56737,Middle River,MN,48.436061,-96.06973
56302,Saint Cloud,MN,45.49343,-94.643922
56355,Nelson,MN,45.92084,-95.23965
55746,Hibbing,MN,47.413817,-92.94228
55417,Minneapolis,MN,44.905365,-93.23662
56548,Halstad,MN,47.36461,-96.78265
56312,Belgrade,MN,45.460931,-94.96697
56115,Balaton,MN,44.227802,-95.9021
56580,Sabin,MN,46.754039,-96.63715
55805,Duluth,MN,46.798339,-92.09568
55348,Maple Plain,MN,44.848263,-93.398727
56020,Conger,MN,43.613686,-93.53072
56329,Foley,MN,45.695411,-93.90417
55349,Howard Lake,MN,45.064272,-94.07175
55745,Grand Rapids,MN,47.087782,-93.921429
55051,Mora,MN,45.897003,-93.29452
55909,Adams,MN,43.564175,-92.72645
56647,Hines,MN,47.666705,-94.61868
56425,Baxter,MN,46.347175,-94.27017
55787,Tamarack,MN,46.679313,-93.13241
55802,Duluth,MN,46.774593,-92.09206
55961,Ostrander,MN,43.6122,-92.46452
55370,Plato,MN,44.787651,-94.04714
55346,Eden Prairie,MN,44.880435,-93.4869
55903,Rochester,MN,43.996613,-92.540929
55703,Angora,MN,47.764569,-92.76689
56256,Madison,MN,45.036047,-96.19573
55016,Cottage Grove,MN,44.830966,-92.93739
56119,Brewster,MN,43.702735,-95.46946
56173,Steen,MN,43.521947,-96.24301
56349,Lowry,MN,45.728732,-95.52504
55709,Bovey,MN,47.372262,-93.38998
56120,Butterfield,MN,43.957826,-94.79571
56344,Lastrup,MN,46.061307,-94.208731
55046,Lonsdale,MN,44.464394,-93.42243
55382,South Haven,MN,45.299358,-94.19821
56210,Barry,MN,45.559291,-96.558886
55010,Castle Rock,MN,44.544465,-93.15353
56229,Cottonwood,MN,44.609098,-95.70555
56352,Melrose,MN,45.659491,-94.81417
56071,New Prague,MN,44.546463,-93.57848
55742,Goodland,MN,47.169979,-93.13179
56519,Borup,MN,47.158015,-96.51487
56660,Mizpah,MN,47.954759,-94.20965
55049,Medford,MN,44.172277,-93.23924
55442,Minneapolis,MN,45.046701,-93.42892
56356,New Munich,MN,45.628804,-94.75466
56093,Waseca,MN,44.067673,-93.5103
56362,Paynesville,MN,45.389395,-94.70519
55323,Crystal Bay,MN,45.015914,-93.47188
55586,Monticello,MN,45.200875,-93.888099
56756,Salol,MN,48.869494,-95.51436
56317,Buckman,MN,46.061307,-94.208731
56670,Redby,MN,47.854118,-94.93168
55934,Eyota,MN,44.006609,-92.24856
55315,Carver,MN,44.736595,-93.65619
56342,Isle,MN,46.212757,-93.45729
56633,Cass Lake,MN,47.373207,-94.58834
55002,Almelund,MN,45.513447,-92.894239
55072,Sandstone,MN,46.131798,-92.71377
55766,Melrude,MN,47.249626,-92.412343
55362,Monticello,MN,45.301337,-93.80774
56324,Dalton,MN,46.169964,-95.90465
56636,Deer River,MN,47.382872,-93.84832
56222,Clara City,MN,44.974538,-95.36594
56266,Morgan,MN,44.417533,-94.91902
56443,Cushing,MN,46.194584,-94.6196
55967,Racine,MN,43.786802,-92.50425
55450,Minneapolis,MN,44.882365,-93.20847
56153,Leota,MN,43.834517,-96.0186
55102,Saint Paul,MN,44.935315,-93.12049
55793,Warba,MN,47.116453,-93.26881
56081,Saint James,MN,43.986563,-94.63345
56263,Milroy,MN,44.417337,-95.54999
56501,Detroit Lakes,MN,46.809965,-95.8518
55122,Saint Paul,MN,44.804548,-93.19871
56283,Redwood Falls,MN,44.540923,-95.12732
56544,Frazee,MN,46.742349,-95.62935
55361,Minnetonka Beach,MN,44.940212,-93.592735
56534,Erhard,MN,46.470638,-96.01013
56430,Ah Gwah Ching,MN,46.862332,-94.641872
56588,Vining,MN,46.246571,-95.5305
55085,Vermillion,MN,44.674317,-92.96823
56123,Currie,MN,44.084381,-95.59321
56374,Saint Joseph,MN,45.582653,-94.32974
55487,Minneapolis,MN,45.015914,-93.47188
55350,Hutchinson,MN,44.896255,-94.38604
56577,Richwood,MN,46.933961,-95.678375
56064,Manchester,MN,43.723693,-93.45161
56274,Norcross,MN,45.897971,-96.24441
55926,Dexter,MN,43.731945,-92.70852
55127,Saint Paul,MN,45.076708,-93.0828
55558,Young America,MN,44.805487,-93.766524
56553,Kent,MN,46.434718,-96.62429
56646,Gully,MN,47.771933,-95.64403
55404,Minneapolis,MN,44.963365,-93.26179
56141,Iona,MN,43.884657,-95.77444
56028,Elysian,MN,44.207288,-93.68716
56516,Bejou,MN,47.4514,-95.98766
55449,Minneapolis,MN,45.168287,-93.20001
55568,Young America,MN,44.805487,-93.766524
56158,Magnolia,MN,43.642511,-96.06011
55473,Minneapolis,MN,44.805487,-93.766524
56280,Porter,MN,44.633159,-96.16532
56393,Saint Cloud,MN,45.52886,-94.593338
56569,Ogema,MN,47.093608,-95.84166
56731,Humboldt,MN,48.909857,-97.09566
55321,Cokato,MN,45.085142,-94.18748
55765,Meadowlands,MN,47.086392,-92.75843
55371,Princeton,MN,45.576431,-93.57644
55810,Duluth,MN,46.753414,-92.24355
56666,Ponemah,MN,48.018746,-94.87594
56685,Waskish,MN,48.153759,-94.51934
56537,Fergus Falls,MN,46.282084,-96.06798
56542,Fosston,MN,47.571567,-95.73784
56221,Chokio,MN,45.556847,-96.1897
56273,New London,MN,45.327429,-94.99921
56653,Littlefork,MN,48.366833,-93.56367
56042,Hartland,MN,43.796535,-93.49143
55553,Young America,MN,44.805487,-93.766524
56181,Welcome,MN,43.672105,-94.61716
55314,Buffalo Lake,MN,44.751001,-94.60782
56007,Albert Lea,MN,43.652042,-93.36916
55904,Rochester,MN,43.988708,-92.42937
56297,Wood Lake,MN,44.6367,-95.55359
55443,Minneapolis,MN,45.108581,-93.33988
56246,Hawick,MN,45.34373,-94.83013
55117,Saint Paul,MN,44.989065,-93.10666
56130,Florence,MN,44.238659,-96.052227
55008,Cambridge,MN,45.566735,-93.24381
56161,Okabena,MN,43.724852,-95.32545
55001,Afton,MN,44.903133,-92.81904
55123,Saint Paul,MN,44.804048,-93.13378
55796,Winton,MN,47.930468,-91.79943
56546,Georgetown,MN,47.10033,-96.74309
56726,Greenbush,MN,48.698749,-96.20637
56031,Fairmont,MN,43.646916,-94.45856
56034,Garden City,MN,44.029058,-94.18186
56043,Hayward,MN,43.65048,-93.224
56682,Swift,MN,48.769244,-95.747559
55418,Minneapolis,MN,45.019315,-93.24304
55170,Saint Paul,MN,45.005902,-93.105869
55383,Norwood,MN,44.805487,-93.766524
55410,Minneapolis,MN,44.911564,-93.31947
55458,Minneapolis,MN,45.015914,-93.47188
55935,Fountain,MN,43.74676,-92.12889
56358,Ogilvie,MN,45.831767,-93.44162
55388,Watertown,MN,44.955136,-93.84467
56652,Leonard,MN,47.702771,-95.22132
56681,Squaw Lake,MN,47.617774,-94.24098
55101,Saint Paul,MN,44.964852,-93.08397
55575,Howard Lake,MN,45.015914,-93.47188
55129,Saint Paul,MN,44.896938,-92.90241
56571,Ottertail,MN,46.428432,-95.559
55551,Young America,MN,44.805487,-93.766524
55590,Monticello,MN,45.200875,-93.888099
56264,Minneota,MN,44.58701,-95.98153
56316,Brooten,MN,45.510591,-95.13636
56684,Trail,MN,47.855588,-95.69895
56364,Pierz,MN,45.996396,-94.08461
55373,Rockford,MN,45.087513,-93.73548
55807,Duluth,MN,46.738841,-92.16969
55445,Minneapolis,MN,45.112742,-93.3789
55741,Gilbert,MN,47.4741,-92.40533
55576,Maple Plain,MN,45.015914,-93.47188
55171,Saint Paul,MN,45.005902,-93.105869
55560,Young America,MN,44.805487,-93.766524
56733,Kennedy,MN,48.634961,-96.92156
55338,Green Isle,MN,44.670908,-94.01337
55423,Minneapolis,MN,44.877164,-93.28124
56021,Courtland,MN,44.277333,-94.31424
56715,Brooks,MN,47.808866,-95.97713
55120,Saint Paul,MN,44.873398,-93.14538
56165,Reading,MN,43.725227,-95.7032
55041,Lake City,MN,44.42278,-92.2948
56186,Woodstock,MN,44.028354,-96.07063
56563,Moorhead,MN,46.890034,-96.506156
55983,Wanamingo,MN,44.285672,-92.79816
55724,Cotton,MN,47.172574,-92.41048
